country_name,league_name,league_id,home_team_api_id,away_team_api_id,season,date,home_team_goal,away_team_goal,home_team,away_team
Switzerland,Switzerland Super League,24558,9931,9824,2008/2009,2008-08-09 00:00:00,4,0,FC Basel,FC Vaduz
Switzerland,Switzerland Super League,24558,10179,6493,2008/2009,2008-08-09 00:00:00,0,2,FC Sion,AC Bellinzona
France,France Ligue 1,4769,9748,9941,2008/2009,2008-08-10 00:00:00,3,0,Olympique Lyonnais,Toulouse FC
Poland,Poland Ekstraklasa,15722,8020,1601,2008/2009,2008-08-10 00:00:00,0,0,Polonia Bytom,Ruch Chorzów
Poland,Poland Ekstraklasa,15722,8322,1957,2008/2009,2008-08-10 00:00:00,1,1,Arka Gdynia,Jagiellonia Białystok
Scotland,Scotland Premier League,19694,9925,9800,2008/2009,2008-08-10 00:00:00,1,0,Celtic,St. Mirren
Switzerland,Switzerland Super League,24558,9956,10243,2008/2009,2008-08-10 00:00:00,2,2,Grasshopper Club Zürich,FC Zürich
Switzerland,Switzerland Super League,24558,10192,7955,2008/2009,2008-08-10 00:00:00,2,1,BSC Young Boys,Neuchâtel Xamax
Scotland,Scotland Premier League,19694,8429,9938,2008/2009,2008-08-11 00:00:00,3,1,Hamilton Academical FC,Dundee United
Germany,Germany 1. Bundesliga,7809,9823,9790,2008/2009,2008-08-15 00:00:00,2,2,FC Bayern Munich,Hamburger SV
Poland,Poland Ekstraklasa,15722,2186,8244,2008/2009,2008-08-15 00:00:00,2,0,Cracovia,Widzew Łódź
Poland,Poland Ekstraklasa,15722,8322,8020,2008/2009,2008-08-15 00:00:00,1,0,Arka Gdynia,Polonia Bytom
Belgium,Belgium Jupiler League,1,10000,9994,2008/2009,2008-08-16 00:00:00,0,0,SV Zulte-Waregem,Sporting Lokeren
Belgium,Belgium Jupiler League,1,9984,8635,2008/2009,2008-08-16 00:00:00,0,3,KSV Cercle Brugge,RSC Anderlecht
Belgium,Belgium Jupiler League,1,7947,9985,2008/2009,2008-08-16 00:00:00,1,3,FCV Dender EH,Standard de Liège
Belgium,Belgium Jupiler League,1,9999,8571,2008/2009,2008-08-16 00:00:00,2,2,KSV Roeselare,KV Kortrijk
Belgium,Belgium Jupiler League,1,4049,9996,2008/2009,2008-08-16 00:00:00,1,2,Tubize,Royal Excel Mouscron
Belgium,Belgium Jupiler League,1,10001,9986,2008/2009,2008-08-16 00:00:00,1,0,KVC Westerlo,Sporting Charleroi
England,England Premier League,1729,9825,8659,2008/2009,2008-08-16 00:00:00,1,0,Arsenal,West Bromwich Albion
England,England Premier League,1729,8472,8650,2008/2009,2008-08-16 00:00:00,0,1,Sunderland,Liverpool
England,England Premier League,1729,8654,8528,2008/2009,2008-08-16 00:00:00,2,1,West Ham United,Wigan Athletic
England,England Premier League,1729,8668,8655,2008/2009,2008-08-16 00:00:00,2,3,Everton,Blackburn Rovers
England,England Premier League,1729,8549,8586,2008/2009,2008-08-16 00:00:00,2,1,Middlesbrough,Tottenham Hotspur
England,England Premier League,1729,8559,10194,2008/2009,2008-08-16 00:00:00,3,1,Bolton Wanderers,Stoke City
England,England Premier League,1729,8667,9879,2008/2009,2008-08-16 00:00:00,2,1,Hull City,Fulham
France,France Ligue 1,4769,7819,9873,2008/2009,2008-08-16 00:00:00,3,1,SM Caen,Valenciennes FC
France,France Ligue 1,4769,8639,8682,2008/2009,2008-08-16 00:00:00,1,3,LOSC Lille,Le Mans FC
France,France Ligue 1,4769,9830,9829,2008/2009,2008-08-16 00:00:00,1,1,FC Nantes,AS Monaco
France,France Ligue 1,4769,9831,8481,2008/2009,2008-08-16 00:00:00,2,1,OGC Nice,AS Nancy-Lorraine
France,France Ligue 1,4769,9847,9827,2008/2009,2008-08-16 00:00:00,1,0,Paris Saint-Germain,Girondins de Bordeaux
France,France Ligue 1,4769,9853,9874,2008/2009,2008-08-16 00:00:00,2,1,AS Saint-Étienne,FC Sochaux-Montbéliard
France,France Ligue 1,4769,9941,9746,2008/2009,2008-08-16 00:00:00,2,1,Toulouse FC,Le Havre AC
Germany,Germany 1. Bundesliga,7809,8178,9789,2008/2009,2008-08-16 00:00:00,2,3,Bayer 04 Leverkusen,Borussia Dortmund
Germany,Germany 1. Bundesliga,7809,10189,9904,2008/2009,2008-08-16 00:00:00,3,0,FC Schalke 04,Hannover 96
Germany,Germany 1. Bundesliga,7809,8721,8722,2008/2009,2008-08-16 00:00:00,2,1,VfL Wolfsburg,1. FC Köln
Germany,Germany 1. Bundesliga,7809,9912,8697,2008/2009,2008-08-16 00:00:00,2,2,DSC Arminia Bielefeld,SV Werder Bremen
Germany,Germany 1. Bundesliga,7809,8398,8226,2008/2009,2008-08-16 00:00:00,0,3,FC Energie Cottbus,TSG 1899 Hoffenheim
Germany,Germany 1. Bundesliga,7809,8295,9911,2008/2009,2008-08-16 00:00:00,1,0,Karlsruher SC,VfL Bochum
Poland,Poland Ekstraklasa,15722,1601,8030,2008/2009,2008-08-16 00:00:00,2,1,Ruch Chorzów,Lechia Gdańsk
Poland,Poland Ekstraklasa,15722,2183,10265,2008/2009,2008-08-16 00:00:00,0,2,P. Warszawa,Wisła Kraków
Poland,Poland Ekstraklasa,15722,8569,8028,2008/2009,2008-08-16 00:00:00,0,0,GKS Bełchatów,Piast Gliwice
Poland,Poland Ekstraklasa,15722,8031,8025,2008/2009,2008-08-16 00:00:00,1,1,Polonia Bytom,Śląsk Wrocław
Scotland,Scotland Premier League,19694,8548,9860,2008/2009,2008-08-16 00:00:00,2,0,Rangers,Heart of Midlothian
Scotland,Scotland Premier League,19694,9927,8485,2008/2009,2008-08-16 00:00:00,0,1,Motherwell,Aberdeen
Scotland,Scotland Premier League,19694,10251,8596,2008/2009,2008-08-16 00:00:00,3,2,Hibernian,Falkirk
Scotland,Scotland Premier League,19694,8066,8429,2008/2009,2008-08-16 00:00:00,0,1,Inverness Caledonian Thistle,Hamilton Academical FC
Scotland,Scotland Premier League,19694,9800,8597,2008/2009,2008-08-16 00:00:00,0,0,St. Mirren,Kilmarnock
Switzerland,Switzerland Super League,24558,9824,10179,2008/2009,2008-08-16 00:00:00,1,2,FC Vaduz,FC Sion
Belgium,Belgium Jupiler League,1,9987,9993,2008/2009,2008-08-17 00:00:00,1,1,KRC Genk,Beerschot AC
Belgium,Belgium Jupiler League,1,9991,9998,2008/2009,2008-08-17 00:00:00,5,0,KAA Gent,RAEC Mons
England,England Premier League,1729,10260,10261,2008/2009,2008-08-17 00:00:00,1,1,Manchester United,Newcastle United
England,England Premier League,1729,10252,8456,2008/2009,2008-08-17 00:00:00,4,2,Aston Villa,Manchester City
England,England Premier League,1729,8455,8462,2008/2009,2008-08-17 00:00:00,4,0,Chelsea,Portsmouth
France,France Ligue 1,4769,9855,9851,2008/2009,2008-08-17 00:00:00,1,0,Grenoble Foot 38,Stade Rennais FC
France,France Ligue 1,4769,8689,9748,2008/2009,2008-08-17 00:00:00,0,0,FC Lorient,Olympique Lyonnais
France,France Ligue 1,4769,8592,8583,2008/2009,2008-08-17 00:00:00,4,0,Olympique de Marseille,AJ Auxerre
Germany,Germany 1. Bundesliga,7809,9810,8177,2008/2009,2008-08-17 00:00:00,0,2,Eintracht Frankfurt,Hertha BSC Berlin
Germany,Germany 1. Bundesliga,7809,9788,10269,2008/2009,2008-08-17 00:00:00,1,3,Borussia Mönchengladbach,VfB Stuttgart
Poland,Poland Ekstraklasa,15722,8242,8673,2008/2009,2008-08-17 00:00:00,2,0,Odra Wodzisław,Legia Warszawa
Poland,Poland Ekstraklasa,15722,1957,2182,2008/2009,2008-08-17 00:00:00,0,3,Jagiellonia Białystok,Lech Poznań
Scotland,Scotland Premier League,19694,9938,9925,2008/2009,2008-08-17 00:00:00,1,1,Dundee United,Celtic
Switzerland,Switzerland Super League,24558,7955,9956,2008/2009,2008-08-17 00:00:00,1,1,Neuchâtel Xamax,Grasshopper Club Zürich
Switzerland,Switzerland Super League,24558,10199,10192,2008/2009,2008-08-17 00:00:00,0,3,FC Luzern,BSC Young Boys
Switzerland,Switzerland Super League,24558,10243,9931,2008/2009,2008-08-17 00:00:00,1,4,FC Zürich,FC Basel
Germany,Germany 1. Bundesliga,7809,9904,8398,2008/2009,2008-08-22 00:00:00,0,0,Hannover 96,FC Energie Cottbus
Poland,Poland Ekstraklasa,15722,1601,8031,2008/2009,2008-08-22 00:00:00,2,1,Ruch Chorzów,Polonia Bytom
Poland,Poland Ekstraklasa,15722,10265,8569,2008/2009,2008-08-22 00:00:00,2,1,Wisła Kraków,GKS Bełchatów
Portugal,Portugal Liga ZON Sagres,17642,7844,10238,2008/2009,2008-08-22 00:00:00,1,1,Vitória Guimarães,Vitória Setúbal
Belgium,Belgium Jupiler League,1,8635,9991,2008/2009,2008-08-23 00:00:00,2,2,RSC Anderlecht,KAA Gent
Belgium,Belgium Jupiler League,1,9985,10001,2008/2009,2008-08-23 00:00:00,3,0,Standard de Liège,KVC Westerlo
Belgium,Belgium Jupiler League,1,9986,9999,2008/2009,2008-08-23 00:00:00,1,0,Sporting Charleroi,KSV Roeselare
Belgium,Belgium Jupiler League,1,9994,4049,2008/2009,2008-08-23 00:00:00,4,1,Sporting Lokeren,Tubize
Belgium,Belgium Jupiler League,1,9996,8203,2008/2009,2008-08-23 00:00:00,3,1,Royal Excel Mouscron,KV Mechelen
Belgium,Belgium Jupiler League,1,8571,9984,2008/2009,2008-08-23 00:00:00,2,1,KV Kortrijk,KSV Cercle Brugge
Belgium,Belgium Jupiler League,1,9993,7947,2008/2009,2008-08-23 00:00:00,1,1,Beerschot AC,FCV Dender EH
England,England Premier League,1729,8650,8549,2008/2009,2008-08-23 00:00:00,2,1,Liverpool,Middlesbrough
England,England Premier League,1729,8586,8472,2008/2009,2008-08-23 00:00:00,1,2,Tottenham Hotspur,Sunderland
England,England Premier League,1729,10261,8559,2008/2009,2008-08-23 00:00:00,1,0,Newcastle United,Bolton Wanderers
England,England Premier League,1729,8655,8667,2008/2009,2008-08-23 00:00:00,1,1,Blackburn Rovers,Hull City
England,England Premier League,1729,9879,9825,2008/2009,2008-08-23 00:00:00,1,0,Fulham,Arsenal
England,England Premier League,1729,8659,8668,2008/2009,2008-08-23 00:00:00,1,2,West Bromwich Albion,Everton
England,England Premier League,1729,10194,10252,2008/2009,2008-08-23 00:00:00,3,2,Stoke City,Aston Villa
France,France Ligue 1,4769,9746,8592,2008/2009,2008-08-23 00:00:00,0,1,Le Havre AC,Olympique de Marseille
France,France Ligue 1,4769,8682,9853,2008/2009,2008-08-23 00:00:00,1,0,Le Mans FC,AS Saint-Étienne
France,France Ligue 1,4769,9748,9855,2008/2009,2008-08-23 00:00:00,2,0,Olympique Lyonnais,Grenoble Foot 38
France,France Ligue 1,4769,9829,7819,2008/2009,2008-08-23 00:00:00,1,1,AS Monaco,SM Caen
France,France Ligue 1,4769,8481,9941,2008/2009,2008-08-23 00:00:00,0,0,AS Nancy-Lorraine,Toulouse FC
France,France Ligue 1,4769,9874,9847,2008/2009,2008-08-23 00:00:00,1,1,FC Sochaux-Montbéliard,Paris Saint-Germain
France,France Ligue 1,4769,9873,8689,2008/2009,2008-08-23 00:00:00,3,1,Valenciennes FC,FC Lorient
Germany,Germany 1. Bundesliga,7809,9790,8295,2008/2009,2008-08-23 00:00:00,2,1,Hamburger SV,Karlsruher SC
Germany,Germany 1. Bundesliga,7809,9789,9823,2008/2009,2008-08-23 00:00:00,1,1,Borussia Dortmund,FC Bayern Munich
Germany,Germany 1. Bundesliga,7809,10269,8178,2008/2009,2008-08-23 00:00:00,0,2,VfB Stuttgart,Bayer 04 Leverkusen
Germany,Germany 1. Bundesliga,7809,8697,10189,2008/2009,2008-08-23 00:00:00,1,1,SV Werder Bremen,FC Schalke 04
Germany,Germany 1. Bundesliga,7809,8177,9912,2008/2009,2008-08-23 00:00:00,1,1,Hertha BSC Berlin,DSC Arminia Bielefeld
Germany,Germany 1. Bundesliga,7809,8226,9788,2008/2009,2008-08-23 00:00:00,1,0,TSG 1899 Hoffenheim,Borussia Mönchengladbach
Poland,Poland Ekstraklasa,15722,8025,8242,2008/2009,2008-08-23 00:00:00,4,0,Śląsk Wrocław,Odra Wodzisław
Poland,Poland Ekstraklasa,15722,8244,2183,2008/2009,2008-08-23 00:00:00,1,2,Widzew Łódź,P. Warszawa
Poland,Poland Ekstraklasa,15722,2182,8020,2008/2009,2008-08-23 00:00:00,3,0,Lech Poznań,Polonia Bytom
Poland,Poland Ekstraklasa,15722,8028,8322,2008/2009,2008-08-23 00:00:00,1,2,Piast Gliwice,Arka Gdynia
Portugal,Portugal Liga ZON Sagres,17642,9768,7992,2008/2009,2008-08-23 00:00:00,3,1,Sporting CP,Trofense
Portugal,Portugal Liga ZON Sagres,17642,6403,10264,2008/2009,2008-08-23 00:00:00,0,2,FC Paços de Ferreira,SC Braga
Scotland,Scotland Premier League,19694,9925,8596,2008/2009,2008-08-23 00:00:00,3,0,Celtic,Falkirk
Scotland,Scotland Premier League,19694,9927,9938,2008/2009,2008-08-23 00:00:00,1,1,Motherwell,Dundee United
Scotland,Scotland Premier League,19694,9860,9800,2008/2009,2008-08-23 00:00:00,2,1,Heart of Midlothian,St. Mirren
Scotland,Scotland Premier League,19694,8597,8429,2008/2009,2008-08-23 00:00:00,1,0,Kilmarnock,Hamilton Academical FC
Scotland,Scotland Premier League,19694,8485,8548,2008/2009,2008-08-23 00:00:00,1,1,Aberdeen,Rangers
Scotland,Scotland Premier League,19694,8066,10251,2008/2009,2008-08-23 00:00:00,1,1,Inverness Caledonian Thistle,Hibernian
Switzerland,Switzerland Super League,24558,9931,7955,2008/2009,2008-08-23 00:00:00,4,3,FC Basel,Neuchâtel Xamax
Switzerland,Switzerland Super League,24558,9956,10199,2008/2009,2008-08-23 00:00:00,4,2,Grasshopper Club Zürich,FC Luzern
Belgium,Belgium Jupiler League,1,9998,9987,2008/2009,2008-08-24 00:00:00,3,1,RAEC Mons,KRC Genk
England,England Premier League,1729,8456,8654,2008/2009,2008-08-24 00:00:00,3,0,Manchester City,West Ham United
England,England Premier League,1729,8528,8455,2008/2009,2008-08-24 00:00:00,0,1,Wigan Athletic,Chelsea
France,France Ligue 1,4769,8583,9831,2008/2009,2008-08-24 00:00:00,0,1,AJ Auxerre,OGC Nice
France,France Ligue 1,4769,9827,9830,2008/2009,2008-08-24 00:00:00,2,0,Girondins de Bordeaux,FC Nantes
France,France Ligue 1,4769,9851,8639,2008/2009,2008-08-24 00:00:00,2,1,Stade Rennais FC,LOSC Lille
Germany,Germany 1. Bundesliga,7809,8722,9810,2008/2009,2008-08-24 00:00:00,1,1,1. FC Köln,Eintracht Frankfurt
Germany,Germany 1. Bundesliga,7809,9911,8721,2008/2009,2008-08-24 00:00:00,2,2,VfL Bochum,VfL Wolfsburg
Poland,Poland Ekstraklasa,15722,8673,1957,2008/2009,2008-08-24 00:00:00,2,0,Legia Warszawa,Jagiellonia Białystok
Poland,Poland Ekstraklasa,15722,8030,2186,2008/2009,2008-08-24 00:00:00,2,0,Lechia Gdańsk,Cracovia
Portugal,Portugal Liga ZON Sagres,17642,9773,9807,2008/2009,2008-08-24 00:00:00,2,0,FC Porto,CF Os Belenenses
Portugal,Portugal Liga ZON Sagres,17642,10213,10215,2008/2009,2008-08-24 00:00:00,1,0,Amadora,Académica de Coimbra
Portugal,Portugal Liga ZON Sagres,17642,7841,9772,2008/2009,2008-08-24 00:00:00,1,1,Rio Ave FC,SL Benfica
Portugal,Portugal Liga ZON Sagres,17642,6421,10214,2008/2009,2008-08-24 00:00:00,1,3,Leixões SC,CD Nacional
Portugal,Portugal Liga ZON Sagres,17642,9809,10212,2008/2009,2008-08-24 00:00:00,1,0,Naval 1° de Maio,CS Marítimo
Switzerland,Switzerland Super League,24558,10179,10243,2008/2009,2008-08-24 00:00:00,1,3,FC Sion,FC Zürich
Switzerland,Switzerland Super League,24558,9824,6493,2008/2009,2008-08-24 00:00:00,0,0,FC Vaduz,AC Bellinzona
Switzerland,Switzerland Super League,24558,10192,9930,2008/2009,2008-08-24 00:00:00,3,3,BSC Young Boys,FC Aarau
England,England Premier League,1729,8462,10260,2008/2009,2008-08-25 00:00:00,0,1,Portsmouth,Manchester United
Belgium,Belgium Jupiler League,1,4049,8342,2008/2009,2008-08-29 00:00:00,1,4,Tubize,Club Brugge KV
Germany,Germany 1. Bundesliga,7809,8295,8722,2008/2009,2008-08-29 00:00:00,0,2,Karlsruher SC,1. FC Köln
Netherlands,Netherlands Eredivisie,13274,8277,8674,2008/2009,2008-08-29 00:00:00,0,4,Vitesse,FC Groningen
Poland,Poland Ekstraklasa,15722,2183,8025,2008/2009,2008-08-29 00:00:00,3,0,P. Warszawa,Śląsk Wrocław
Poland,Poland Ekstraklasa,15722,8569,8244,2008/2009,2008-08-29 00:00:00,0,2,GKS Bełchatów,Widzew Łódź
Portugal,Portugal Liga ZON Sagres,17642,9807,6403,2008/2009,2008-08-29 00:00:00,2,2,CF Os Belenenses,FC Paços de Ferreira
Belgium,Belgium Jupiler League,1,8635,8571,2008/2009,2008-08-30 00:00:00,4,0,RSC Anderlecht,KV Kortrijk
Belgium,Belgium Jupiler League,1,9987,9994,2008/2009,2008-08-30 00:00:00,1,0,KRC Genk,Sporting Lokeren
Belgium,Belgium Jupiler League,1,9984,9998,2008/2009,2008-08-30 00:00:00,2,1,KSV Cercle Brugge,RAEC Mons
Belgium,Belgium Jupiler League,1,7947,9996,2008/2009,2008-08-30 00:00:00,1,2,FCV Dender EH,Royal Excel Mouscron
Belgium,Belgium Jupiler League,1,8203,10000,2008/2009,2008-08-30 00:00:00,0,2,KV Mechelen,SV Zulte-Waregem
Belgium,Belgium Jupiler League,1,10001,9993,2008/2009,2008-08-30 00:00:00,1,0,KVC Westerlo,Beerschot AC
England,England Premier League,1729,9825,10261,2008/2009,2008-08-30 00:00:00,3,0,Arsenal,Newcastle United
England,England Premier League,1729,8654,8655,2008/2009,2008-08-30 00:00:00,4,1,West Ham United,Blackburn Rovers
England,England Premier League,1729,8668,8462,2008/2009,2008-08-30 00:00:00,0,3,Everton,Portsmouth
England,England Premier League,1729,8549,10194,2008/2009,2008-08-30 00:00:00,2,1,Middlesbrough,Stoke City
England,England Premier League,1729,8559,8659,2008/2009,2008-08-30 00:00:00,0,0,Bolton Wanderers,West Bromwich Albion
England,England Premier League,1729,8667,8528,2008/2009,2008-08-30 00:00:00,0,5,Hull City,Wigan Athletic
France,France Ligue 1,4769,7819,9847,2008/2009,2008-08-30 00:00:00,0,1,SM Caen,Paris Saint-Germain
France,France Ligue 1,4769,9855,9829,2008/2009,2008-08-30 00:00:00,1,0,Grenoble Foot 38,AS Monaco
France,France Ligue 1,4769,8689,8583,2008/2009,2008-08-30 00:00:00,0,2,FC Lorient,AJ Auxerre
France,France Ligue 1,4769,8592,9874,2008/2009,2008-08-30 00:00:00,2,1,Olympique de Marseille,FC Sochaux-Montbéliard
France,France Ligue 1,4769,8481,9746,2008/2009,2008-08-30 00:00:00,2,1,AS Nancy-Lorraine,Le Havre AC
France,France Ligue 1,4769,9830,8682,2008/2009,2008-08-30 00:00:00,1,4,FC Nantes,Le Mans FC
France,France Ligue 1,4769,9831,9873,2008/2009,2008-08-30 00:00:00,2,0,OGC Nice,Valenciennes FC
Germany,Germany 1. Bundesliga,7809,8178,8226,2008/2009,2008-08-30 00:00:00,5,2,Bayer 04 Leverkusen,TSG 1899 Hoffenheim
Germany,Germany 1. Bundesliga,7809,10189,9911,2008/2009,2008-08-30 00:00:00,1,0,FC Schalke 04,VfL Bochum
Germany,Germany 1. Bundesliga,7809,8721,9810,2008/2009,2008-08-30 00:00:00,2,2,VfL Wolfsburg,Eintracht Frankfurt
Germany,Germany 1. Bundesliga,7809,9912,9790,2008/2009,2008-08-30 00:00:00,2,4,DSC Arminia Bielefeld,Hamburger SV
Germany,Germany 1. Bundesliga,7809,8398,9789,2008/2009,2008-08-30 00:00:00,0,1,FC Energie Cottbus,Borussia Dortmund
Germany,Germany 1. Bundesliga,7809,9788,8697,2008/2009,2008-08-30 00:00:00,3,2,Borussia Mönchengladbach,SV Werder Bremen
Italy,Italy Serie A,10257,9882,8636,2008/2009,2008-08-30 00:00:00,1,1,Sampdoria,Inter
Italy,Italy Serie A,10257,8600,8540,2008/2009,2008-08-30 00:00:00,3,1,Udinese,Palermo
Netherlands,Netherlands Eredivisie,13274,9803,8611,2008/2009,2008-08-30 00:00:00,1,1,Roda JC Kerkrade,FC Twente
Netherlands,Netherlands Eredivisie,13274,8525,8593,2008/2009,2008-08-30 00:00:00,2,1,Willem II,Ajax
Netherlands,Netherlands Eredivisie,13274,8464,8526,2008/2009,2008-08-30 00:00:00,2,0,N.E.C.,De Graafschap
Netherlands,Netherlands Eredivisie,13274,9908,8640,2008/2009,2008-08-30 00:00:00,1,5,FC Utrecht,PSV
Poland,Poland Ekstraklasa,15722,8242,1601,2008/2009,2008-08-30 00:00:00,3,0,Odra Wodzisław,Ruch Chorzów
Poland,Poland Ekstraklasa,15722,1957,8028,2008/2009,2008-08-30 00:00:00,2,0,Jagiellonia Białystok,Piast Gliwice
Poland,Poland Ekstraklasa,15722,8031,8030,2008/2009,2008-08-30 00:00:00,4,1,Polonia Bytom,Lechia Gdańsk
Portugal,Portugal Liga ZON Sagres,17642,9772,9773,2008/2009,2008-08-30 00:00:00,1,1,SL Benfica,FC Porto
Scotland,Scotland Premier League,19694,9938,8597,2008/2009,2008-08-30 00:00:00,0,2,Dundee United,Kilmarnock
Scotland,Scotland Premier League,19694,10251,9927,2008/2009,2008-08-30 00:00:00,0,1,Hibernian,Motherwell
Scotland,Scotland Premier League,19694,9800,8485,2008/2009,2008-08-30 00:00:00,0,1,St. Mirren,Aberdeen
Scotland,Scotland Premier League,19694,8596,8066,2008/2009,2008-08-30 00:00:00,1,2,Falkirk,Inverness Caledonian Thistle
Scotland,Scotland Premier League,19694,8429,9860,2008/2009,2008-08-30 00:00:00,1,2,Hamilton Academical FC,Heart of Midlothian
Spain,Spain LIGA BBVA,21518,10267,8661,2008/2009,2008-08-30 00:00:00,3,0,Valencia CF,RCD Mallorca
Spain,Spain LIGA BBVA,21518,8558,10281,2008/2009,2008-08-30 00:00:00,1,0,RCD Espanyol,Real Valladolid
Switzerland,Switzerland Super League,24558,9930,9931,2008/2009,2008-08-30 00:00:00,0,2,FC Aarau,FC Basel
Switzerland,Switzerland Super League,24558,10199,10179,2008/2009,2008-08-30 00:00:00,1,1,FC Luzern,FC Sion
Belgium,Belgium Jupiler League,1,9991,9986,2008/2009,2008-08-31 00:00:00,2,0,KAA Gent,Sporting Charleroi
